Timestamp,Survey,Job Title,Gender,City,Sector,Gross Salary,Currency,Day Rate,Years of XP,Benefits,Additional Comments
February 2019,UK,Enviromental Artist,Male,Cambridge,,"£27,000",GBP,,4,"Pension, 25 days Holiday, Paid Lunchtimes, Paid Paternity Leave. ",
February 2019,UK,Evangelism Intern,Male,South East,,"£18,500",GBP,,0,"Pension, flexible honours, excellent networking opportunities",
February 2019,UK,Event Account Manager,,Scotland,,"£28,000",GBP,,4,"Pension, Event performance bonus, Free lunches and drinks, Expense account",
February 2019,UK,Event Manager,,London,,"£36,500",GBP,,4,"Pension, bonus scheme, ",
February 2019,UK,Freelance 2D/3D Designer,Male,Cambridge,,,GBP,465.00,18,,
February 2019,UK,Freelance Programmer,Male,Hampshire,,"£32,000",GBP,320.00,15+,"Flexible Hours, WFH, Healthcare, Expenses",
February 2019,UK,Game Designer,,Midlands,,"£28,000",GBP,,5,,
February 2019,UK,Game Designer,Female,London,,"£30,000",GBP,,2,,Startup/ Indie Studio
February 2019,UK,Game Designer,Male,London,,"£30,000",GBP,,5,"Pension, free breakfasts and snacks",
February 2019,UK,Game Designer,Female,London,,"£35,000",GBP,180.00,3,"Work from home, flexible hours",
February 2019,UK,Game Designer,Male,London,,"£35,000",GBP,,5,"Pension matching, 20+ days holiday, private healthcare, snacks",
February 2019,UK,Game Designer,Male,North East,,"£43,000",GBP,200.00,4,"None, independent contractor, WFH","EU F2P studio, any stay and flight expenses to visit studio is covered in contract"
February 2019,UK,Game Designer,Male,North West,,"£24,500",GBP,,4,,
February 2019,UK,Game Designer,Non-binary,Manchester,,"£2,000",GBP,,5,,"not a typo, self-employed, fitted around illness"
February 2019,UK,Game Designer,Male,South East,,"£30,000",GBP,,2,"Pension, private medical, no crunch, 2 duvet days",Console and PC games. 8 years in QA before becoming a designer.
February 2019,UK,Game Designer,Male,London,,"£42,000",GBP,,4+,"Pension, private medical, 20+ days off, snacks and drink at work",Started in AAA
February 2019,UK,Gameplay Programmer,Male,London,,"£45,000",GBP,,2,"Work from home, flexible hours, beer fridge, options",
February 2019,UK,Gameplay Programmer,Male,London,,"£32,000",GBP,,10,,
February 2019,UK,Graduate Technical Artist,Female,Guildford,,,GBP,134.00,0,,
February 2019,UK,Graphics Programmer,Male,London,,"£39,000",GBP,,8,,
February 2019,UK,Growth Marketing Manager (UA) ,Female,London,,"£35,000",GBP,,zero in gaming/3 in ecommerce ,"Pension, Semi Flexible Hours, No Non compete","Job includes analytics as well as pure marketing, from a non gaming background"
February 2019,UK,Head of Communication,Female,London,,"£62,000",GBP,,8,"Yearly bonus, work from Home, flexable working hours. ",AAA
February 2019,UK,Head of Talent ,Male,South east,,"£60,000",GBP,,1,"25 days holiday, flexible working hours ",
February 2019,UK,Junior 2D Artist,Female,West Midlands,,"£18,000",GBP,,1,"No crunch, flexible hours",
February 2019,UK,Junior 3D artist,Female,North East,,"£20,000",GBP,,1,"Pension, flexible hours, free payday drinks",
February 2019,UK,Junior 3D artist,-,North West,,"£22,000",GBP,,1,"flexible hours, wfh 1 day, pension ",
February 2019,UK,Junior 3D artist,Male,Paris,,"£20,150",GBP,,2,"Flexible hours, no crunch",
February 2019,UK,Junior AI Developer,Male,Scotland,,"£15,500",GBP,,0,Flexible hours,Paid internship - verbally told I'll be given a permanent job but nothing in writing
September 2011,UK,Junior Community Manager,Female,Midlands,,"£17,500",GBP,,0,,
February 2019,UK,Junior Data Analyst,,London,,"£26,000",GBP,,0.5,,Progress from Jr. Analyst to Analyst within 12 months
July 2018,UK,Junior Game Designer,,North East,,"£15,000",GBP,,0.6,Pension,
February 2019,UK,Junior Games Designer/Integrator,Female,London,,"£22,000",GBP,,0.75,,
February 2019,UK,Junior Producer,Female,North West,,"£23,000",GBP,,,,
February 2019,UK,Junior programmer,,Yorkshire,,"£18,000",GBP,,0,"Flexitime, pension, yearly bonus",
February 2019,UK,Junior programmer,Female,Bristol,,"£20,000",GBP,,1,"Relatively flexible hours, bike scheme, matched pension, coffee machine",
February 2019,UK,Junior programmer,Female/NB,London,,"£30,000",GBP,,2,"flexible hours, 2 wfh days, pension, healthcare, mental health coaching, free drinks and snacks, 20+ days holiday",
February 2019,UK,Junior programmer,Male,London,,"£30,000",GBP,,2,"Full time, free fruit and drinks, flexibleish hours","Mobile Games, 2 years of web/iOS dev agency work and just moved into games as of february 2019"
February 2019,UK,Junior programmer,Male,London,,"£35,000",GBP,,2,"Pension, flexible hours, drinks and snacks, healthcare",
February 2019,UK,Junior Unity Developer,Male,Luton,,"£19,500",GBP,,5,None,I have a masters in advanced maths
February 2019,UK,Lead Designer,Male,London,,"£42,000",GBP,,10,"Flexitime, pension, annual bonus, cycle to work scheme, snacks",
February 2019,UK,Lead Game Designer,Male,Brighton,,"£45,000",GBP,,18,"Pension, flexitime","Since 2016 (no raise from Senior Designer in 2016) - 2.8x my first salary in 2001 but in real terms only 1.7x, don't forget inflation everyone"
February 2019,UK,Lead Narrative Designer,Male,Cheshire,,"£31,000",GBP,,18,Christmas bonus of 5% and annual performance-related bonus of 10-15%. Food supplied for more than 3 hours overtime. Paid overtime.,
February 2019,UK,Lead Production Tester,,London,,"£26,000",GBP,,12,"Pension + matching x 2, medical, quarterly revenue share, free gym, discounts, free beer/pastries/drinks.",
February 2019,UK,Lead Programmer,Male,East Midlands,,"£30,000",GBP,,3,,
July 2018,UK,Lead Programmer,,London,,"£65,000",GBP,,10,Funded startup. No other benefits,
February 2019,UK,Lead Systems Designer,Male,North West,,"£40,000",GBP,,10,,
February 2019,UK,Lead Unity Programmer,Male,London,,"£50,000",GBP,,7,"Matched pension, flexible hours, work from home",
February 2019,UK,Level Designer,Male,West Midlands,,"£25,000",GBP,,4,"Flexible hours, private health, gym, other perks like discounts etc",
February 2019,UK,Level Designer,Male,West Midlands,,"£31,000",GBP,,7,"Flexible hours (but not really because 2h of crunch per day), gym, some useless discounts ",
February 2019,UK,Level/Game Designer & Writer,Nonbinary,North West,,"£23,000",GBP,,3,"Flexible hours, entirely remote/home work",Indie
February 2019,UK,Live Ops Designer,Male,Midlands,,"£22,000",GBP,,1,"Pension, flexible hours, bonus scheme",
February 2019,UK,Live-Ops (2D/Marketing artist),Female,London,,"£35,000",GBP,,2,"EOY bonus, healthcare, dental, pension, free drinks / snacks, flexible hours/WFH, company events","Master in Game Development, mobile/casino game industry"
February 2019,UK,Marketing and Community Manager ,Male,South West,,"£28,000",GBP,,,"Pension, Flexible working",
February 2019,UK,Marketing and PR Intern,Female,London,,"£18,500",GBP,,0,"One year placement, but all benefits associated with the main company",
February 2019,UK,Marketing Designer,Male,London,,"£29,250",GBP,112.50,3.5,"Pension, flexible hours, free snacks and drinks","Fixed term contract, 6 months"
February 2019,UK,Marketing Head,Female,London,,"£40,000",GBP,,5,Pension/ Bonus,
February 2019,UK,Marketing Lead,Male,Midlands,,"£40,000",GBP,,6,,
February 2019,UK,Marketing Manager,Female,London,,"£35,000",GBP,,5,"Pension matching, flexible hours, work from home, the occasional lunch",Indie so role requires a lot of additional adjacent skills
February 2019,UK,Marketing Manager,Female,London,,"£42,000",GBP,,5,"Pension, free drinks and snacks, mental health support",
February 2019,UK,Network Programmer,Female,Scotland,,"£34,000",GBP,,3,,
February 2019,UK,NOC Tecnician,Male,London,,"£24,000",GBP,,2,"Courses, healthcare, free fruit and breakfast food, Bike Scheme, Tech Scheme,","Salary is the same for everyone on the team, yearly bonus based on performance, good growth opportunities within IT."
February 2019,UK,Online Localisation QA,,Central London,,"£22,000",GBP,,,"Pension, optional health care, somewhat flexi hours",
February 2019,UK,Operations Director,Female,Midlands,,"£55,000",GBP,,8,"Pension, paid OT, flexitime (with core hours), 40/mo for gym, 30/mo for digital expenses, free food / drinks, will-writing reimbursement",
February 2019,UK,Operations Manager,,London,,"£30,000",GBP,,2,"WFH, Pension",
February 2019,UK,Operations Manager,Male,London,,"£38,000",GBP,,10,"Pension, Healthcare, Dentist, Life Insurance, Snacks/Lunch, Occasional WFH, Annual Bonus, no forced crunch",
February 2019,UK,Part-time Solo Indie Dev,Male,Cambridge,,"£154,000",GBP,,2,,Part-time project (excludes full-time work)
February 2019,UK,PR Associate,Female,South,,"£25,000",GBP,,2,"Fixed term, flexible hours, yearly bonus of 10%, pension, healthcare, various other schemes",
February 2019,UK,PR Director / Founder,Male,Brighton,,"£40,000",GBP,500.00,7 (+4 as a journalist),"WFH, define own hours, bonuses based on proft","*£40k is typical annual pay but as business owner this varies depending on profit.
£500 is charge-out rate, not take-home"
February 2019,UK,PR Manager,Female,Bristol,,"£34,000",GBP,,7,"Pension, flexible hours, free snacks and drinks, optional healthcare, Friday afternoon free time",
February 2019,UK,PR Manager,Female,Greater London,,"£42,000",GBP,,4,,
July 2018,UK,Principal Programmer,,London,,"£69,000",GBP,,16,"Pension matching, Private health insurance, dental",
February 2019,UK,Producer,Female,North,,"£26,000",GBP,,3,"Flexible hours, WFH, conference/travel allowance, monthly 'health' benefit, no crunch, pension",Start-up
February 2019,UK,Producer,Female,London,,"£33,000",GBP,,2.5,"Pension, flexible hours, free drinks, work from home, training + hobby budget (separate), events",
February 2019,UK,Producer,,Midlands,,"£35,000",GBP,,8,"Paid sick leave, Holidays",
February 2019,UK,Producer,Female,Yorkshire,,"£40,000",GBP,300.00,5+,Remote contractor,"Business owner, salary is typical take-home"
February 2019,UK,Producer,Male,Guildford,,"£40,000",GBP,,6,"Pension, snacks and drinks",
February 2019,UK,Producer,Female,Manchester,,,GBP,125.00,5,"Work remotely. I'm purposefully undercharging atm, my new rate is more like 200-250",
February 2019,UK,Producer,Male,North West,,"£35,000",GBP,,2,"Pension, 25 days holiday, free tea and coffee, work around core hours.",
February 2019,UK,Producer,Male,London,,"£29,000",GBP,,4,"Pension, Share options, 25 days holiday",
February 2019,UK,Producer,Male,London,,"£35,000",GBP,,4+,,
February 2019,UK,Producer,Male,London,,"£40,000",GBP,,4+,,
February 2019,UK,Producer,Female,Portsmouth,,"£31,500",GBP,,4,"Flexible hours, 21 days holiday, paid sick leave","Recently promoted but kind of had to fight hard for the promotion. It's great to be given more ownership though, as well as responsibilities.
Prev salary at Associate Producer was: £27,000"
February 2019,UK,Producer,Female,London,,"£49,000",GBP,,13,"Flexible working inc. WFH, yearly bonus, great work/life balance, pension, private medical & dental ",
February 2019,UK,Producer,Female,London,,"£42,000",GBP,,5,"Pension, Flexible working, great parties, medical and dental, free games, free snacks and drinks",
February 2019,UK,Producer,Female,North East,,"£26,000",GBP,,5,"Pension, Flexible hours",
February 2019,UK,Producer (founder),,London,,"£46,000",GBP,,4,Ermmmm I get to work from home,
February 2019,UK,Product Manager,Female,London,,"£53,000",GBP,,0.3,"Work from home, flexible hours, beer fridge, pension",Despite 0.3 years experience as a PM was Head of UA for 2 years beforehand and with an extra 4 years experience doing UA before that
February 2019,UK,Product Manager,Female,London,,"£105,000",GBP,,10+,"Pension, flexible hours, option to work remotely, options",Pretty extensive business management responsibilities as part of this role; also a *lot* of hours
February 2019,UK,Product Marketing Manager,,London,,"£30,000",GBP,,2.5,"Pension, healthcare, revenue share, flexible hours, free games, company events, WFH requests, free eye tests, free drinks, free snacks.",
February 2019,UK,Production Assistant,Male,Midlands,,"£19,000",GBP,,1,"Flexible hours, pension, private healthcare ",
February 2019,UK,Production Director,Male,North East,,"£45,000",GBP,,8,"Pension, Share Options, Flexitime, 25 days holidays, No Crunch",
February 2019,UK,Production Tester,Male,London,,"£21,000",GBP,,3.5,"Pension, healthcare, revenue share",
July 2018,UK,Programmer,,Oxfordshire,,"£24,000",GBP,,5,Pension,
February 2019,UK,Programmer,Male,North East,,"£21,000",GBP,,2.5,Pension,Another 2.5 years exp. in back-end web dev
July 2018,UK,Programmer,,Midlands,,"£26,000",GBP,,4,Basic workplace pension,
February 2019,UK,Programmer,Male Presenting/Closet NB,,,"£23,500",GBP,,4,"Flexible hours, pension, free drinks & fruit, I think private healthcare? I only just started.",
February 2019,UK,Programmer,Male,East Midlands,,"£32,000",GBP,,5,"Flexible Hours, Pension, Free drinks",
February 2019,UK,Programmer,Male,v,,"£24,000",GBP,,2,Pension,
November 2018,UK,Programmer,,Surrey,,"£38,000",GBP,,5,"Pension, flexible bonus package",
February 2019,UK,Programmer,Male,Oxfordshire,,"£38,500",GBP,,10,Pension,
February 2019,UK,Programmer,Male,Midlands,,"£50,000",GBP,225.00,7,"100% Work from home, flexible hours","8 month contract for a local company, gross is worked out using magic because contractor tax stuff"
February 2019,UK,Programmer,Male,East Midlands,,"£55,000",GBP,250.00,13,None (contractor),
February 2019,UK,Programmer,Female,South West,,"£56,000",GBP,,7,"Matched pension, work from home, free snacks/drinks in office, health insurance, income protection, stock options",
February 2019,UK,Programmer,Male,Guildford,,"£35,000",GBP,,4,,
February 2019,UK,Programmer,Male,Surrey,,"£38,000",GBP,,6,"Pension, Flexible benefits, fruit/snacks",
February 2019,UK,Programmer,Male,North East,,"£25,000",GBP,,4,"Pension, Flexi-time, annual bonus","AAA, started as junior on £21,500"
February 2019,UK,Programmer,Female,Guildford,,"£57,000",GBP,,15+,"Pension, healthcare, dental, flexitime, bonuses, personal development fund, lunches and drinks, part time","Salary quoted as if full time for comparison purposes, but I work part time"
February 2019,UK,Programmer,Male,London,,"£45,000",GBP,,7,"Work From Home, Pension, Flexable Hours",
February 2019,UK,Programmer ,,Oxford,,"£30,000",GBP,,3,"Pension, Flexible Hours"," +3 years exp outside of the industry, 9 years total of exp"
February 2019,UK,Programmer (Director),Male,North East,,"£18,000",GBP,600.00,5,Dividends,
February 2019,UK,Lead programmer,Female,South East,,"£70,000",GBP,,10,"Pension, private health, gym, commuter benefit, snacks and drinks",
February 2019,UK,Lead programmer,Male,London,,"£38,000",GBP,,5,"Pension, flexible hours",
February 2019,UK,UI programmer,Male,South East,,"£28,000",GBP,,1.5,"5% pension, profit based bonus, breakfast food + stocked kitchen, life insurance, health + dental, flexible hours, 27 days holiday, holiday buying, parking, free games, company dos, no crunch",
February 2019,UK,Project Manager,Female,South East,,"£28,500",GBP,,7,"Pension, private healthcare, flexible hours, snacks and drinks, success-based bonuses",
February 2019,UK,QA ,Male,London,,"£21,000",GBP,,2,"Pension, Free snacks/drinks, Dental, Lots of crunch, Small bonus","Mid sized company, Rolling contract"
February 2019,UK,QA Lead Technician,Male,Midlands,,"£35,000",GBP,,15+,"Pension, free fruit and drinks, private healthcare, bonus",Contract + AAA. 2 years games. 1 year software
February 2018,UK,Quality Analyst ,Male,Guildford,,"£22,000",GBP,,3,"Snacks, Drinks, merch etc","AAA, All QA was on minimum wage previously."
February 2019,UK,QA Tester,Male,Brighton,,"£16,000",GBP,60.00,1,,
February 2019,UK,Senior Game Designer,Male,Liverpool,,"£26,000",GBP,250.00,5,,"Generalist Programmer, happy to learn most tech."
February 2019,UK,QA Technician,Male,Midlands,,"£18,500",GBP,,5,"Pension, Gym Membership, Free Drinks, Company Events, Flexi-Time",
February 2019,UK,QA Technician,Female,London,,"£23,500",GBP,,1,,Company only makes employees permanent after 3+ years
February 2019,UK,Senior Artist,Female,North East,,"£30,000",GBP,,6,"Pension, % rev share on projects worked, home office, flexi-time, no non-compete",Leaving this gig
February 2019,UK,Senior Animator ,Male,West Midlands,,"£45,000",GBP,,12,"Long Term Contractor, Flexible Hours",
February 2019,UK,Senior Producer,Male,London,,"£50,000",GBP,,5.5+,,
February 2019,UK,Senior 2D Artist,Male,West Midlands,,"£35,000",GBP,,6,"Snacks, relaxed moonlighting policy",
February 2019,UK,Senior Development Tester,Male,North East,,"£20,000",GBP,,5,"Pension, flexi-time, bonuses, snacks, social events, more",
February 2019,UK,Senior Producer,Male,North West,,"£51,000",GBP,,20+,"Pension, Healthcare, Flexible Hours",
February 2019,UK,QA Tester,Female,East Midlands,,"£18,500",GBP,,4,"Pension, Stock Options, Gym Membership, Company Events, Private Health, Annual Bonus, Paid OT",
May 2016,UK,Senior Client Developer,v,London,,"£61,500",GBP,,8,"5% of salary sacrifice = 3% of pension. 25% bonus. Private health and dental. Free snacks, drink etc",
February 2019,UK,Senior 3D Artist,Male,London,,"£35,805",GBP,,7,"Pension, flexi hours, no crunch, training, free snacks, drinks and social events.",
February 2019,UK,Senior 3D Artist,Male,London,,"£38,000",GBP,200.00,4,No crunch but no bonuses. No flexitime.,
February 2019,UK,QA Tester,Male,Scotland,,"£24,000",GBP,,4,"Pension, 2 annual bonuses, each of up to 4% based on performance",
February 2019,UK,Senior Marketing Manager,Male,London,,"$40,000",GBP,,8,Sweet **** all,AAA started as trainee
February 2019,UK,Senior Game Designer,Male,Midlands,,"£31,000",GBP,,8,"Pension, healthcare","* Generally work much higher rate for non-games clients, but prefer games work so take the pay cut where I can"
February 2019,UK,Senior 2D/Concept Artist,Female,London,,"£40,000",GBP,,7,"Pension, flexible hours, bonus structure and shares. Some paid training. Free snacks and drinks.",
February 2019,UK,Senior Game Designer,Male,West Midlands,,"£33,000",GBP,,11,"Pension, private health care, flexible hours, bonuses, snacks, regular social events ","EXP: 4.5 years in film, 4 in games. Role in VR"
February 2019,UK,Release Manager,Male,Oxfordshire,,"£24,000",GBP,,7,"Bonuses when hitting targets, 2 weeks paid leave at christmas + 20 days elsewhere",
February 2019,UK,Senior Artist / 3D Generalist,Male,London,,"£35,000",GBP,,8,"Bupa Healthcare, Free Drinks and Snacks, Flexible Hours, Bike Scheme, Pension",
February 2019,UK,Senior Game Designer,Female,South East,,"£36,000",GBP,,11,,"Pay is much better than it used to be. When I first made Senior in 2013, was only on £22k."
February 2019,UK,Senior Level Designer,Male,Midlands,,"£37,000",GBP,,9,"Snacks/drinks, cycle to work, cheap gym membership, flexible hours, Pension",
February 2019,UK,QA Technician,Male,West Midlands,,"£15,839",GBP,,1,"Pension, Flexi-time, Gym, Free Fruit",
February 2019,UK,Senior Game Designer,Male,Scotland,,"£35,000",GBP,,8,"Pension, flexible hours",
February 2019,UK,Senior Producer,Male,South East,,"£45,000",GBP,,15+,Gvmt Pension Scheme,
February 2019,UK,Senior Dev (C#/Unity),Male,South West,,,GBP,250.00,18,"Flexitime, work from home",
February 2019,UK,QA Engineer,Male,London,,"£30,000",GBP,,1,,
February 2019,UK,Senior Environment Artist,Male,Manchester,,"£36,000",GBP,,8.5,"Flexible hours, work from home (if needed), paid training, time allowances for talks/workshops, pension",
February 2019,UK,Senior programmer,,North East,,"£34,000",GBP,,7,"Quarterly bonus, good holiday, pension scheme, flexible hours",
February 2019,UK,Senior Producer,Female,North East,,"£40,000",GBP,,8,"Pension, Share Options, Flexitime",
February 2019,UK,Senior programmer,Male,London,,"£67,000",GBP,,11,"Pension + matching, stocks, bonus, private health care, etc",
July 2018,UK,Senior programmer,,London,,"£69,000",GBP,,10+,"Pension matching, private health, dental, 10% bonus, free drinks/snacks/coffee",
February 2019,UK,Senior programmer,Male,London,,"£78,300",GBP,300.00,13,"Contracting is great, save up some cash, take some time off, ofcourse then the gross salary is £0",
February 2019,UK,Senior programmer,Male,South East,,"£75,000",GBP,300.00,10,"Flexible hours, remote work if needed, long term contractor",Gross salary is rough estimate based on amount of holiday taken
February 2019,UK,Senior programmer,Male,North West,,"£60,000",GBP,,15,"Flexible hours, occasional work from home, minimum government-mandated pension",
February 2019,UK,Senior programmer,Male,Brighton,,"£49,000",GBP,,4,"Pension, bonus, work from home, snacks, no crunch, healthcare plan","Started 4 years ago in games industry for 27k, had previous experience as programmer for 6 years"
February 2019,UK,Senior programmer,Male,Brighton,,"£49,000",GBP,,7,"Pension, bonus, snacks, breakfast, healthcare, no crunch, %bonus, shares, weekly lunch, 25 days holiday, life insurance",Salary doesn't include bonus or shares
February 2019,UK,Senior Tech Artist,Male,West Midlands,,"£40,000",GBP,,5,"Long Term Contractor, Flexible Hours",Previous job was as lead on 15k more
February 2019,UK,Senior Technical Artist,Male,South West,,"£46,000",GBP,,1+,,"Exp: 10 in games, 10 in other"
February 2019,UK,Senior Programmer (UI),Male,South East,,"£52,000",GBP,,12,"Pension, bonus, dental/medical",
February 2019,UK,3D Artist,Male,North East,,"£35,000",GBP,,5.5,"Pension, flexi time, free snacks and drinks ",freeelance/contractor with regular gig
February 2019,UK,Senior Recruiter,Male,South East,,"£54,000",GBP,,10,"Pension, Bonus, Stock, 5 wks holiday, flexible working",
February 2019,UK,Software Developer,Male,Montréal,,"£30,500",GBP,,1,"Health, dental, flexible work hours, breakfast once a month, free coffee",
February 2019,UK,Software Engineer,Male,South East,,"£60,000",GBP,,10,Pension,
February 2019,UK,Programmer (Senior),Male,North West,,"£48,000",GBP,,19,"Pension, Flexible hours, Paid Overtime, free drinks, An additional average 20% annual bonus, various local discounts, discounted private health and dental, ",
February 2019,UK,Team Manager,Male,London,,"£35,500",GBP,,5,"Annual Bonus, Pension, Flexible Working, option to work from homes",
February 2019,UK,Senior Technical Support Engineer ,Male,South West,,"£25,000",GBP,,4+,Nightshifts,Indie Studio
February 2019,UK,Senior programmer,Male,Scotland,,"£37,000",GBP,390.00,12,none,"On call for incidents, manager of one staff member"
February 2019,UK,Social Media Manager,Male,London,,"£30,000",GBP,,8,Pension,
February 2019,UK,Social Content Producer,Female,London,,"£27,000",GBP,,3,"Pension, flexible hours, Christmas bonus (was £300, now £100 due to growth), free fruit and drinks",Largely remote
February 2019,UK,Senior programmer,Male,South West,,"£60,000",GBP,500.00,20+,"Work From Home, * depending on location",
February 2019,UK,Senior UI Designer,,,,"£39,000",GBP,,5+,"Flexible Hours, Contributory Pension Scheme",
February 2019,UK,Team Supporter,Male,Essex,,"£13,500",GBP,,3,"beer allowed whilst working, custom perhiphals supplied, flexible work week, can shift and work at night (providing other team members also agree), vending machine ""credits"" and retail price access to snacks (e.g. ability to purchase 4 crates of pringles for cheap) fresh fruit provided daily, game nights organised, LAN gaming room on site.","General team ""monkey"" quite love doing it, looking after the team and pretty much doing the job as the manager because she does nothing to ""manage"" the team. Great company, crap manager, pay generally crap, around £13,500-£16,500 but the company provides access to great benefits so I'm happy with that"
August 2018,UK,Technical Animator,Male,Manchester,,"£31,000",GBP,,5,"Two yearly bonus', yearly pay review",
February 2019,UK,Technical Artist,Male,Brighton,,"£54,000",GBP,,2+,,
February 2019,UK,Technical Director,,West Midlands,,"£54,000",GBP,,10,v,
February 2019,UK,Writer/Designer (Founder),Male,London,,"£48,000",GBP,750.00,10+,WFH,Day rate is for external guest writing gigs only
February 2019,UK,UX Designer,Male,North East,,"£35,000",GBP,,1,"Pension, Flexible hours, free snacks/drinks",
February 2019,UK,Unity Programmer,Male,London,,"£25,000",GBP,250.00,4,"15% bonus, profit share, UK pension, no crunch",
February 2019,UK,Writer,,,,"£54,000",GBP,450.00,20,,
February 2019,UK,Technical Writer,,South East,,"£38,000",GBP,,7,"Pension, healthcare, flexible hours, work-from-home option, company events, gym and travel contributions",
February 2019,UK,Writer,Male,South East,,"£29,000",GBP,150.00,9,"Dickmoji deleted. I believe the gentleman meant: ""I get little to no benefits with my job""",
February 2019,UK,VFX Artist,Male,Guildford Area,,"£31,000",GBP,,3,,
February 2019,UK,Unity/C# Developer,Male,London,,"£51,000",GBP,,3,"Pension, flexible hours",
February 2019,UK,Unity Programmer,Male,London,,"£35,000",GBP,,5,"Pension, health insurance, 10% bonus, flexible hours, free beer and snacks, gym contribution, no crunch times",
February 2019,UK,Writer,Male,Guildford,,,GBP,280.00,4,"100% work from home, flexible hours","Experience is as a writer. Before that, I was a designer, for 14 years."
February 2019,UK,Unity Programmer,Male,London,,"£45,000",GBP,,,"Pension, lots of holiday, lunch, healthcare, office snacks, stock options",New to role
February 2019,UK,Unity Developer,Female,East of England,,"£18,000",GBP,,3,,
February 2019,UK,Writer,Male,London,,"£32,000",GBP,,4,"Pension, bike scheme, monthly lunch, snacks and drinks, discount vouchers",
February 2019,UK,Tools Programmer,Female,Guildford,,"£48,000",GBP,,3,"Pension, bonus",
February 2019,UK,Level Designer,Male,Southam,,"£30,000",GBP,,3,,
February 2019,UK,Unity Programmer (Freelance),Female,London,,"£26,000",GBP,500.00,10+,,
February 2019,UK,Technical Director,,West Midlands,,"£54,000",GBP,,,"Pension, bike scheme, monthly lunch, snacks and drinks, discount vouchers",
February 2019,UK,Writer,,,,,GBP,450.00,,"100% work from home, flexible hours",
February 2019,UK,Unity C# Developer,Male,East Midlands,,"£26,000",GBP,,1,Pension,
February 2019,UK,Writer,Male,Europe,,"£40,000",GBP,,6,Pension,
February 2019,UK,Unity Programmer,Male,London,,"£38,000",GBP,250.00,,"WFH-ish, Flexible Hours-ish",Day rate is external for guest writing gigs only
February 2019,UK,Unity Programmer,Male,London,,"£45,000",GBP,,4,"Pension, health insurance, bonus scheme, flexible hours",
February 2019,UK,UI/UX Designer,Male,Midlands,,"£35,000",GBP,,0.5,"Pension, health insurance, free lunch, gym contribution, monthly game contribution, work from home, flexible hours",
